,translations,test:macos,test:linux,inkscape:windows:x64,inkscape:macos,appimage:linux,inkscape:linux
1901,453.839678,166.958226,212.142954,708.992317,278.975013,782.472122,835.339954
1913,455.128856,183.668778,218.975581,4133.217786,753.560296,6114.14593,7317.978565
1916,453.892988,166.941068,200.225208,4276.904189,277.156621,663.090187,871.844346
1918,444.252757,165.437157,199.46752,759.970426,284.881096,773.369627,883.049201
1920,453.182052,167.759096,196.948104,1787.399351,428.775563,2494.740712,2983.633861
1923,450.623617,164.504316,213.214938,786.018171,287.089415,851.086153,1020.280117
1924,456.284772,167.800185,207.250165,785.604364,288.020287,845.65273,952.273901
1927,457.920905,166.555425,207.272599,780.850317,285.932495,893.194452,1114.377937
1936,454.059081,167.294453,203.192929,484.310728,283.236891,745.516262,984.711119
1943,448.646071,164.205842,219.037932,1691.913628,417.02653,2278.826198,3244.180585
1947,448.929023,170.242629,214.00321,1704.592376,297.266541,952.934563,3057.614586
1982,450.729426,185.649398,214.750016,3341.613809,650.738997,5674.428438,6655.008191
1983,452.167859,175.47534,212.316854,3763.803562,695.51443,5512.328482,6996.769881
1991,464.566157,170.819663,200.282733,16.608537,280.187611,674.311307,860.799212
1992,457.299282,164.993789,206.18006,8.393676,278.609902,711.19265,869.712308
1993,455.287777,164.841097,205.776417,10.665572,281.144175,708.096408,813.901378
1994,446.113148,169.842639,206.373288,11.83047,274.444734,736.246019,882.930946
1995,454.553553,167.517888,200.605156,8.944582,279.074099,750.055975,917.370105
1996,462.994302,166.435291,205.952334,9.332703,273.23196,729.406072,837.261801
1997,91.982535,176.357851,207.896761,37.030801,733.884118,5943.313062,7261.267184
1998,452.56245,162.445013,207.482491,8.644987,272.787989,688.397073,783.584623
1999,443.321082,164.247446,198.109133,9.893475,278.139171,730.974391,1177.446791
2000,446.624545,164.652109,213.334904,8.911435,277.062757,707.582252,848.555621
2001,443.271136,164.958914,200.572247,8.951883,413.566799,2194.632889,2987.079353
2002,451.474161,165.42907,202.088143,9.312626,278.27637,693.012662,2267.677812
2003,457.231241,178.599312,198.16414,8.635965,271.108036,702.401877,833.217002
2004,449.904786,166.734395,203.238703,8.429317,272.226556,709.605024,904.27559
2005,454.841585,171.495695,200.505258,10.709332,643.233085,4881.868436,6776.879626
2006,447.295377,164.817177,203.533704,8.746711,276.70972,775.888556,857.393948
2007,449.25829,164.790373,200.631766,8.906977,281.499291,709.172089,1294.883256
2008,463.519985,162.152063,196.526953,10.69742,274.658585,715.5818,810.763925
2009,450.684264,167.616716,200.044403,9.522892,288.801132,937.822996,1279.182722
2010,448.524476,162.343677,209.003052,8.671467,299.669784,1028.171226,1181.070809
2011,438.886875,177.012191,203.675845,11661.462159,651.812322,4808.947879,6113.634473
2012,450.094108,160.443849,198.934131,18603.050602,277.057242,695.824943,1274.2575
2013,437.363402,170.161304,201.513206,18603.013576,414.314417,2276.133051,2736.668917
2014,87.492557,171.364158,201.13986,18603.37846,699.905705,5146.59857,6612.037688
2015,449.605937,164.595324,202.898301,8.595733,271.584955,680.161071,825.203654
2016,455.768087,163.269912,203.101743,8.278795,276.77656,680.591927,838.787919
2017,456.064951,169.638375,200.443113,8.834774,273.039732,696.549511,808.696712
2018,451.690016,163.654492,204.544092,8.452645,279.011421,461.268834,835.477041
2019,455.849187,174.199497,197.438631,8.882334,663.124635,4975.813524,6711.948169
2021,9716.347009,166.810565,199.791674,10.773266,311.581613,1127.446083,1407.069288
2022,462.595708,165.43816,200.804609,9.33435,279.411464,722.668004,909.201359
2023,453.557679,167.008461,198.838099,10.314126,310.031723,1089.887552,1285.539377
2024,446.255435,162.200651,199.023738,9.572807,276.741976,713.834264,807.592346
2025,448.639216,168.238201,200.514556,10.767669,391.723387,2014.213925,7207.082313
2026,451.417199,166.535219,200.299287,9.326961,278.727165,712.335622,3775.311851
2027,453.604437,177.426149,201.469348,11.227299,757.306738,6262.015588,7310.437406
2028,450.762437,168.426013,201.482823,10.440829,457.985319,2817.734177,5789.162636
2029,452.077116,170.801849,199.826542,9.055078,279.782253,722.161674,888.419161
2030,463.024235,170.651075,201.11915,10.431485,283.756456,767.640813,4099.909128
2031,456.985694,167.01839,210.044602,9.110718,276.368954,716.701212,855.587861
2032,469.778087,160.400136,203.913137,9.320072,277.302206,711.281017,817.209602
2033,443.117703,161.135259,198.896593,9.853324,278.570951,682.747072,826.18619
2034,452.791172,166.685309,205.078405,8.770125,279.139182,704.544376,847.893527
2035,448.781497,168.705534,205.453885,8.92274,279.645965,709.281171,798.669845
2036,424.487697,175.714652,210.673162,10.108461,674.596083,5002.809895,6610.695964
2037,425.382057,166.269404,197.773123,8.762787,278.086246,701.407733,870.112822
2038,423.600817,167.998455,209.745908,9.846833,282.147423,713.684827,877.447626
2039,427.196845,176.284243,201.000429,8.542006,740.75531,762.107863,953.07795
2051,427.303474,167.940552,206.521005,1692.071475,413.856767,2249.373858,2906.687623
2069,428.33455,181.708974,202.052405,3724.347748,710.978309,5533.368433,6924.798631
2079,418.336304,169.397964,201.755537,3873.94076,286.151593,763.437135,994.126192
2080,89.457591,165.856053,203.50935,355.127954,290.24009,852.620476,1059.934496
2082,420.949094,169.70103,199.602983,396.38549,284.185238,718.346969,864.453201
2083,87.33794,184.718704,207.21978,3571.924537,709.069068,5688.848529,7485.229045
2084,421.338418,166.631849,201.223677,362.866193,284.927386,704.752993,883.46575
2085,425.939041,168.244448,208.818208,370.805393,284.696954,692.529609,830.109805
2087,430.095808,170.990852,210.46835,379.229868,281.822423,678.945583,895.695456
2088,429.978745,172.735542,201.888043,374.256769,282.040596,706.179708,918.9272
2089,424.801736,168.092271,207.745178,397.10743,279.286028,704.077931,850.817846
2096,441.496401,169.177733,205.940899,50.015012,318.145131,1177.409817,1416.899869
2099,435.466683,183.549244,215.072602,3673.533023,698.320306,5617.66425,7360.825502
2100,427.372282,168.545499,206.885157,1051.108017,285.654445,697.952707,837.814024
2101,425.881813,170.493952,206.631852,1030.638569,283.355584,722.246843,815.300801
2102,429.529274,172.774994,202.340615,1042.123635,284.50904,684.159679,864.050193
2104,424.815809,168.273358,202.969651,4096.307462,286.495698,710.300014,870.508281
2105,431.44084,170.914051,206.21136,4304.140623,286.379815,696.748521,888.66893
2107,424.094627,167.494294,205.045234,4488.586713,285.371915,698.318181,909.03357
2108,424.951142,171.283682,206.584201,4522.974349,291.629075,6378.738579,6821.737402
2109,428.597892,165.386364,205.06124,4511.324221,285.888395,679.030731,938.393526
2110,424.930335,166.804461,201.138972,4533.558749,283.144093,768.656419,905.97098
2111,429.888299,166.595177,204.542441,4618.12047,296.789524,941.997842,1141.533332
2112,423.565219,196.583039,206.400097,4620.402127,377.645164,717.165317,924.430265
2113,433.766797,168.935216,197.76712,4588.252657,370.867447,1805.658326,6544.959548
2114,422.8151,164.743848,198.972213,4482.31845,281.644489,704.43489,861.053783
2115,425.676535,169.15897,201.85348,4500.073621,278.706249,1055.616056,1384.794014
2116,87.245047,164.200375,210.872512,4514.73727,279.915743,704.955952,913.42207
2117,422.883665,170.7243,200.663497,4486.085409,277.837866,686.052126,876.895478
2118,422.10943,169.57682,211.202647,4691.625363,280.876181,693.729717,816.219042
2119,87.540835,166.59467,203.016503,4530.495961,278.760287,733.143147,6686.112493
2120,418.683638,164.430914,200.068841,4500.47182,284.293216,1515.108165,2270.629875
2121,423.235465,164.252265,196.546037,4514.428584,317.78182,1620.36446,2415.133366
2122,421.879136,171.829004,200.697929,4479.550618,283.511852,701.12416,950.725992
2123,421.805506,167.325739,203.176956,4498.255064,280.345697,687.316937,847.310281
2124,416.560163,165.232702,207.734022,4479.968235,281.024494,711.550518,891.477027
2125,426.149742,169.147776,217.909668,4476.301529,281.70573,698.064899,895.689079
2126,429.107381,170.380327,201.168046,4502.855886,283.951708,683.741519,909.562995
2127,421.81086,164.870673,199.362176,4461.529501,281.546598,700.520715,870.699884
2128,425.588356,166.991795,203.771546,4412.18825,282.090127,686.064028,796.909708
2129,420.249006,166.771584,202.741788,4779.334068,284.777851,736.907231,862.266978
2130,421.774069,169.06582,196.608605,4499.29066,280.827044,697.321664,808.848211
2131,432.428417,166.279688,200.064222,4423.92079,279.468577,751.186972,946.598339
2133,417.605374,168.962585,200.754098,1043.988315,282.529592,724.367782,845.196157
2134,415.200874,170.454458,198.513166,4399.954061,735.977448,5906.7544,7698.91426
2142,88.789301,172.21166,210.820643,4207.170024,425.556947,5915.65635,7087.1369
2144,422.011771,169.048429,198.627065,971.407801,285.403673,717.956254,909.118639
2152,426.746404,167.21485,202.140417,1149.397035,281.938637,694.623942,871.302769
2160,422.935927,135.170784,202.422769,954.697231,284.46272,700.792164,792.523747
2161,418.667218,143.788528,201.634004,980.418738,279.282977,674.397036,869.178298
