,translations,test:macos,test:linux,inkscape:windows:x64,inkscape:macos,appimage:linux,inkscape:linux
970,561.707952,179.556649,239.935364,429.960656,283.298427,1309.173282,807.675012
1060,568.172143,186.938314,231.546282,56.19008,286.41337,1332.435569,950.922296
1077,558.462735,189.899742,238.350098,367.791003,297.102758,1359.979877,874.337066
1079,570.538301,191.024393,236.021306,359.106029,281.880793,1330.005888,790.27685
1080,568.388417,190.496507,226.044314,386.454217,274.738204,1364.245198,935.760266
1081,568.468067,195.439603,225.153337,352.291831,470.906101,1264.983634,882.117492
1082,554.319287,186.422452,221.164105,372.05601,282.015047,1334.214533,863.123358
1094,583.375059,188.20406,61.094378,1629.903008,278.040924,1312.757122,831.852122
1096,558.559834,196.296198,239.226377,1573.672304,284.043446,1327.938969,892.263027
1185,542.412963,195.76508,230.46473,1599.868122,288.146157,1325.615072,7528.466195
1225,884.445869,188.692364,228.319528,424.991578,286.227449,1335.432824,822.364336
1239,547.166203,192.435667,227.102676,4422.217294,290.467452,1297.585399,907.744901
1240,542.444221,191.214487,225.205837,26.473594,280.184769,1355.284985,779.787652
1241,541.583524,192.11726,238.802147,49.248145,285.72521,1360.510858,915.368866
1242,542.00719,191.254472,227.588635,4139.161879,279.27092,1287.226317,919.457879
1243,533.932132,189.108174,219.906253,4104.01323,280.652168,1236.880129,884.721682
1244,543.267346,193.935295,223.405646,4136.745308,280.6415,5759.324685,6423.075516
1245,546.387064,251.085767,233.822467,4124.928072,412.021753,6397.659982,7366.064784
1246,540.480872,196.621145,226.936639,4129.500723,318.060417,5935.982007,6846.255313
1247,554.497878,192.245107,222.315312,4130.066674,283.879064,5866.629452,6433.722241
1248,547.893351,205.000903,223.742538,48.210324,881.589808,5782.089929,6252.05618
1249,515.910232,219.480796,229.186083,3763.628225,317.997405,1334.615438,902.595708
1250,520.672094,200.715926,234.547761,3855.312894,383.096919,2634.277423,2170.765485
1251,512.49392,195.850816,237.373525,3299.466242,406.690952,2737.542785,5599.701856
1252,521.736004,195.402802,237.206797,1637.0228,296.678848,1384.062818,835.379465
1253,513.272403,202.381802,238.291132,1655.439699,281.485133,1372.507806,847.331857
1254,543.822953,192.313674,241.444654,1647.770828,286.372515,1316.767955,918.49769
1255,526.837904,205.147619,229.637112,1646.105621,282.700797,1348.013362,907.132348
1256,504.241206,194.37623,232.217703,1665.285451,286.012765,1353.881935,833.315655
1257,508.293771,191.33076,248.073308,1640.024551,285.953549,1330.646932,915.662716
1258,503.508882,194.165867,237.404698,1657.946872,283.649282,1325.218471,831.383569
1259,499.23735,194.925227,230.2213,1648.302061,282.702077,1253.638252,889.76071
1260,509.090289,192.632165,237.20612,1637.083283,284.282123,1392.761332,915.462004
1261,512.497007,192.652083,234.368835,1635.956945,286.112093,1270.32382,904.460285
1262,506.584337,191.731999,232.284964,1667.890877,286.507672,1356.997623,909.285404
1263,89.859577,195.957085,244.59157,1659.595719,284.021495,1299.659733,945.631197
1264,506.273466,195.780023,268.158865,1662.015719,286.133616,1388.945749,912.407728
1265,510.017991,193.86624,229.913194,2665.16122,284.301741,1274.418165,903.367157
1266,507.951346,191.81099,248.724407,1605.085305,278.008718,1292.238552,917.615639
1267,504.137371,193.564739,239.040013,89.137385,283.278083,1302.363818,878.604145
1268,509.368493,192.24616,232.024097,1665.690839,284.500065,1360.339229,954.025483
1269,502.240845,191.230785,234.497597,1633.04707,285.383086,1391.377997,1001.028334
1270,504.837044,192.931481,232.882455,1651.027958,287.80232,1279.925792,927.599879
1271,506.931039,192.996139,235.300371,2488.367931,398.096752,2606.221156,2486.232795
1272,515.580567,191.876115,229.742611,1652.993168,283.29303,1314.184694,1456.724325
1273,503.880338,192.610038,229.16266,1663.477361,279.42698,1319.837696,1344.466416
1274,506.557642,192.090783,238.059312,2923.174402,468.651558,3246.684057,3405.816964
1275,504.753928,196.367201,232.899764,1642.568372,282.231551,1280.677368,960.453437
1276,500.077317,195.386465,238.973395,1646.0521,283.826163,2694.776712,2676.334612
1277,508.045748,193.793293,222.433303,2474.336092,400.415656,2725.149418,2535.126689
1278,506.01122,191.631516,233.064519,1636.855229,283.642258,1322.985773,914.882725
1279,499.026059,192.583423,230.665706,2746.61705,281.328145,1410.145433,824.249077
1280,502.524211,195.594225,235.816001,3267.656354,757.723318,7088.393463,8082.14047
1281,508.868352,192.920354,234.156985,1657.862036,282.401068,1247.145012,773.516798
1282,511.577876,192.73736,237.102621,1657.577054,284.938025,1420.751927,952.394264
1283,509.791943,193.585795,229.876589,1671.650318,293.653618,1384.924907,798.812966
1293,494.71431,191.94734,174.753387,1717.852811,285.766075,1312.131176,996.386638
1302,507.483545,192.264645,177.657465,1632.31851,282.29556,1387.905931,874.063679
1303,499.78071,194.524285,167.230113,1616.644269,281.072689,1382.744347,794.923702
1304,516.861318,195.133866,180.400954,1630.191045,284.637774,1343.357081,853.038353
1305,498.888659,192.919649,182.339461,1612.763202,283.740122,1358.626449,797.066596
1306,498.686593,192.72379,173.214468,1623.096632,282.817456,1327.583763,856.035248
1307,506.278308,193.707276,175.945449,1611.364182,283.432709,1312.774563,800.116642
1308,505.512595,194.087052,181.077934,1609.576567,286.018773,1311.748804,825.649167
1311,508.625572,182.583278,225.012461,53.635944,283.803117,1283.916152,937.419314
1316,512.744864,194.4257,179.329582,1616.398351,292.625392,1289.629639,859.77288
1325,88.842779,171.725888,204.872752,1625.900417,280.663464,1437.866103,921.627991
1338,490.651948,177.954362,201.122265,3972.329109,609.802696,749.586444,7142.643446
1366,493.329053,168.153528,197.478554,4819.9857,283.975565,6097.324533,915.806388
1386,487.42038,182.092881,201.664739,1152.521839,1122.20295,1377.802672,4529.95532
1402,89.79319,173.589066,207.119647,713.013568,282.852541,5712.17615,7312.017062
1403,89.371725,170.83605,203.190131,3789.494555,718.759285,5671.993552,7301.300226
1419,499.735443,173.679448,146.663705,703.045699,278.443648,694.301419,793.965507
1431,89.352642,178.022094,205.734104,3316.269194,645.068605,4893.523223,7080.877462
1432,487.500961,166.352853,201.441585,282.001807,275.938426,671.139355,760.84668
1458,486.624356,170.010231,197.24525,4141.616891,397.836199,6523.033354,774.200859
1461,93.607143,172.207598,209.834848,1669.81136,403.138596,2168.828195,2739.402659
1468,472.822799,172.028621,203.58146,692.397643,282.718929,694.697493,840.67716
1471,480.168809,179.176065,201.159752,994.515723,427.452884,5157.955557,7263.333727
1482,483.365918,168.910727,215.410861,739.511426,277.644226,906.005444,1033.89435
1488,479.978243,164.913787,213.880071,4234.144764,277.395738,423.313019,865.339097
1502,468.104103,178.839357,204.518214,3888.434839,640.544608,4813.30179,7070.673488
1531,475.428732,175.064585,213.575724,3850.734062,702.396959,5753.742259,7272.782301
1557,461.816563,161.955505,203.009711,689.349662,275.116679,728.120724,842.330356
1561,471.364759,166.401636,200.255156,716.05698,280.683952,725.912714,874.494962
1563,466.049944,164.019065,195.202255,701.953278,274.97383,706.602763,880.617499
1564,464.420072,169.321475,202.489107,774.688791,282.673644,3583.031098,7167.474697
1565,459.473431,164.275596,204.713261,730.013639,275.26091,755.336367,880.393383
1566,462.327972,163.264097,199.612582,1600.673134,274.954687,3799.877095,6206.796645
1578,458.953403,169.390851,201.182256,1610.668245,414.455515,2222.316126,2751.414071
1580,480.896502,176.839322,217.689635,2480.864804,540.313309,3739.127265,5969.784277
1594,461.585068,173.469457,213.001544,3787.201301,724.260674,5666.065569,7029.382118
1604,467.132519,169.668687,201.507238,697.083775,279.034378,710.199334,4293.376814
1612,472.889434,162.41277,206.669069,715.358617,281.177781,702.58912,3914.279252
1619,462.278152,165.983139,203.928113,698.658933,281.311738,692.971956,4153.539392
1621,470.022305,172.477992,208.097703,2416.479662,528.410177,3589.426208,4270.02333
1625,486.286121,168.347302,201.61665,3759.82093,449.47427,2685.468155,6583.264776
1626,459.656616,162.177176,205.666204,1592.284235,416.434052,2193.656276,2665.352755
1643,467.341112,165.442465,202.515188,652.032665,281.509182,714.132709,814.451028
1665,465.784368,177.269035,201.291352,3009.500143,640.643693,4920.660306,5609.738517
1704,494.645758,168.667921,201.673632,3538.108839,709.506183,5704.190721,6648.901825
1724,463.968449,173.12081,205.067891,3896.842643,636.326617,4813.027468,6250.044411
1729,457.131408,167.306481,200.227556,3131.235836,322.014894,1272.97188,6404.883959
1732,85.185856,169.378858,200.530829,1076.008843,348.107845,1466.307218,1894.318638
1747,469.17802,166.257276,197.574481,6.70114,284.081623,733.611948,888.564742
1748,477.394839,164.602873,205.254952,6.698504,280.562841,724.944058,826.189284
1749,461.59815,166.764781,200.406997,7.277393,280.641904,752.16316,857.564049
1750,473.631867,166.013454,202.194345,7.068331,278.495466,710.321453,910.977618
1751,472.163505,170.978804,200.693332,7.348278,646.848246,4758.74021,6475.058386
1752,467.899859,164.480651,202.225649,6.98074,277.118339,700.512662,824.718865
1753,474.976631,164.321259,203.131852,7.375284,276.945869,675.712845,869.600396
1754,471.338194,159.918936,213.632044,9.21524,277.339201,703.058871,793.346956
1755,468.287428,166.15118,205.875016,6.448559,276.446465,713.714045,882.248692
1756,465.786661,163.740671,200.495395,7.334652,275.792947,720.787593,884.449856
1757,490.506081,162.763205,200.726591,6.446904,275.421295,654.344053,798.231504
1758,473.390825,164.141126,211.86618,6.979619,277.812761,676.26722,887.511902
1759,467.631723,152.585571,203.644658,7.249827,355.159394,727.563089,808.423949
1760,468.712662,161.650459,205.151927,10.229208,278.078079,715.991539,885.686853
1761,470.852076,159.971055,198.2335,7.041074,277.241025,701.771661,809.730042
1762,470.835062,161.788453,203.589533,7.028988,283.993643,773.347403,1027.300983
1763,475.404034,157.719625,201.147232,7.895852,277.061927,707.855708,906.659608
1764,471.395727,164.097687,199.52939,7.284341,273.144373,686.683261,839.059127
1765,462.283624,159.556235,206.923084,7.009891,277.835648,679.804278,764.6931
1766,470.043067,162.374688,205.544919,7.232833,275.423727,708.855909,876.404748
1767,471.872101,165.096166,215.691401,7.149741,276.414715,746.835102,806.641586
1768,470.481893,164.461384,205.287064,7.422902,308.265388,1101.873313,1413.992523
1769,501.4192,162.120969,203.165023,10.036094,384.384587,1995.311273,2385.104444
1770,466.935204,163.809431,202.911322,6.697715,276.430998,701.441634,800.770926
1771,477.992719,160.662538,199.340489,6.56188,280.091215,697.018302,853.062446
1772,471.042352,164.563135,201.813341,6.525877,278.144043,681.868482,890.893949
1773,459.718298,159.889657,198.978191,6.76709,275.366638,686.763399,888.949596
1774,465.699974,159.879523,201.884179,7.5303,279.843088,747.982867,2417.496677
1775,469.27719,164.199891,200.039021,7.672683,387.538312,754.103286,2492.444038
1776,478.546794,166.965412,201.575071,7.038184,406.781671,2314.568022,3471.516659
1777,470.918032,160.091855,208.205425,7.010398,274.751483,702.973038,889.566314
1778,474.159958,167.711077,200.759506,7.5862,279.909347,713.000226,988.092571
1779,459.798671,163.510934,202.002503,47.10006,278.229918,701.435332,8471.620381
1780,472.267357,162.574065,200.584851,6.771736,278.368751,680.327296,872.063638
1781,463.900799,167.211741,200.73325,6.811021,270.902523,708.699844,809.283344
1782,475.101628,161.594444,195.737683,6.826991,278.802451,699.592118,858.026382
1783,464.81135,159.476529,200.904568,6.856966,274.874852,687.483464,844.508313
1784,467.266143,160.021231,193.319279,6.811622,279.603704,702.305523,775.496864
1785,486.511265,166.041945,195.568701,7.632198,278.053491,709.555968,888.035304
1786,464.793618,164.176423,198.71802,7.573284,277.260956,686.585581,899.566656
1787,489.108345,161.753451,198.593303,8.806446,277.965164,696.120303,833.810938
1788,469.155412,165.790486,194.108179,6.835045,536.025755,1106.923389,4175.887526
1789,468.956533,163.466822,196.764123,6.473212,276.026672,687.806152,821.12548
1790,467.335574,161.36916,195.360969,8.956279,276.506343,698.805195,849.200377
1791,469.151237,163.881798,200.319818,7.215149,276.796096,712.347108,904.284806
1792,460.561297,160.127094,199.930788,6.924476,274.812002,717.24514,857.133044
1793,469.891964,167.767282,200.585705,6.111849,278.244002,678.165763,839.105602
1794,465.842413,172.834923,202.060621,7.104595,662.649609,1235.244347,1455.042273
1795,462.78983,166.982982,199.004489,15.714659,812.348337,671.108168,843.414768
1796,471.213897,162.953566,202.770047,7.100746,277.086753,5017.586013,6750.117266
1797,471.090422,165.710132,197.935694,6.876421,280.558269,752.395678,878.014558
1798,476.506259,164.014923,200.768085,7.188062,281.424679,729.723923,1268.453736
1799,474.137174,163.688063,204.783529,12.542389,297.072508,915.630029,1049.583305
1800,472.232981,165.094145,198.456719,7.256748,283.064484,1020.098882,1249.487574
1801,471.336618,164.126242,200.241711,6.517905,281.154533,738.812631,966.837636
1802,466.896623,162.583417,194.102585,6.728536,280.374407,676.062065,930.610181
1803,466.732435,166.780632,205.293301,13.818276,278.403135,697.024101,795.838809
1804,466.51832,164.38192,205.877233,18904.649872,281.906316,721.874121,863.408873
1805,469.850441,165.832892,202.140897,55.364257,272.849167,761.648854,989.015926
1821,470.234747,163.886696,202.194698,18903.368448,281.063726,714.051539,869.605644
1827,87.835917,164.596655,204.174312,577.318931,280.870958,691.618446,7965.727171
1832,471.619779,160.853805,200.799844,643.037594,275.651946,712.067684,821.785542
1833,467.395956,166.491102,207.140569,629.694179,273.077719,692.36351,870.194758
1834,467.40988,166.776748,200.271388,629.144425,270.646998,679.839654,855.189109
1835,469.006137,161.803493,217.576219,604.223721,278.708554,719.246204,835.324877
1836,475.399297,158.084165,200.107327,8.239397,276.313578,704.03214,867.478363
1837,473.484334,163.820961,200.322721,615.326345,287.758755,853.607303,2851.823846
1838,472.520587,163.844772,202.014145,643.621731,278.264126,694.162745,849.608337
1839,468.264978,163.762097,210.943637,633.87717,273.532998,689.670525,847.305711
1840,475.729096,161.544089,199.821278,632.218147,277.705794,690.236016,857.802483
1841,481.53208,165.317436,201.052027,595.177921,388.409303,1928.64586,2367.306899
1842,474.065673,169.925429,200.069579,620.886338,273.601508,683.534382,861.072681
1843,467.26654,162.664545,200.183214,620.895218,277.158672,670.768349,845.936956
1844,469.673397,163.329088,201.200842,622.25205,276.698418,681.259496,869.745514
1845,475.356424,162.897048,205.44709,625.439872,277.066523,699.800989,848.500135
1846,478.327011,163.878713,193.445434,615.112963,276.923904,714.377709,850.926665
1847,467.795928,165.352936,197.729079,648.921147,274.60673,681.561597,847.546876
1848,469.330786,162.003719,198.574301,632.243698,276.75153,674.500741,797.228688
1849,471.545812,159.869156,206.394806,440.58159,277.977876,718.243812,784.493235
1850,476.301807,163.5047,209.352746,583.068364,295.682656,902.670697,1093.792846
1851,462.671343,164.490823,208.774939,631.763335,280.051408,793.20116,1949.428238
1852,467.863791,160.027576,203.840266,604.537418,273.424462,712.100417,872.189249
1853,493.431148,163.810754,211.734624,618.338324,277.293165,738.040228,865.641187
1854,481.439603,162.702355,200.805368,625.21314,277.337024,676.770031,786.954346
1855,473.875555,162.181971,201.490454,625.043503,280.576461,785.558965,973.599331
1856,468.245837,163.012331,197.49293,584.776364,280.834911,688.366903,1386.089706
1857,468.491705,163.556848,199.643861,573.806631,273.343509,690.398776,856.087011
1858,468.662169,161.471078,202.311609,8.47362,277.875483,770.185618,906.348791
1859,465.057891,164.14325,207.644193,601.102035,278.484554,691.308134,864.701992
1860,481.204431,163.094429,202.305798,635.369091,278.566247,734.353777,799.047313
1861,475.571361,162.649277,203.821857,634.479685,277.067479,702.518882,835.590747
1862,468.008962,167.795365,198.102105,609.866668,271.459018,734.276941,820.471101
1863,466.542072,178.563908,206.70163,599.387148,506.277289,3325.617139,3932.957869
1864,482.155438,159.901922,201.917854,605.002132,278.43659,5339.547969,6623.083936
1865,472.513821,160.464729,206.027773,617.68584,276.365937,5098.416326,6288.465088
1866,481.774024,163.709509,202.477411,607.232388,278.885505,5157.477292,6219.010661
1867,471.588781,163.235644,204.427066,612.411911,278.951477,744.385982,889.856135
1868,499.897974,168.066666,201.834765,645.385141,279.080425,733.010325,890.00641
1869,470.251542,170.176255,198.525576,671.592257,278.730073,736.0798,888.860327
1870,464.828557,168.59222,202.632228,640.467323,461.537296,2748.593645,4181.968596
1871,469.660803,158.674376,207.101715,625.938118,277.465144,750.027287,863.127287
1872,470.830396,166.135494,209.982632,688.072578,386.322117,2170.210317,2309.964906
1873,474.721119,165.956421,203.42184,667.437787,274.991208,704.404059,884.265501
1874,473.291514,162.986651,202.531446,668.979581,277.843452,699.158181,781.729424
1875,468.327099,163.564504,199.717763,656.838143,279.675287,716.084863,812.051737
1876,470.200309,165.045188,200.45617,662.783409,278.08357,701.511441,853.465837
1877,465.719445,163.215566,199.12707,832.634922,270.683112,743.342476,900.756487
1878,471.046261,162.570462,207.716066,735.275673,278.109906,726.549476,841.661873
1879,468.223396,160.947419,199.376089,733.949705,280.873308,759.959736,974.722993
1880,472.122061,159.855578,200.685058,856.309601,279.342704,705.613993,1018.763707
1881,467.784736,159.995606,199.703102,873.054886,278.358154,652.182869,1055.315579
1882,478.398268,164.232547,202.897502,7.707972,274.882766,5199.942737,5829.048392
1883,473.398926,167.647191,202.520144,671.37722,279.733214,708.507844,895.494173
1884,464.461212,165.608463,199.699855,645.84643,328.149923,700.610294,837.746509
1885,472.977421,162.608361,201.143913,649.763969,273.844603,720.683576,865.653598
1886,461.986984,163.264568,220.61788,680.239779,279.306146,716.449978,865.530894
1887,466.822071,165.658923,209.344399,680.167112,279.088139,745.058287,876.54926
1888,461.126452,162.684048,207.409788,670.635883,277.62027,684.297019,912.057137
1889,457.357059,162.22409,199.773943,713.579955,277.516752,768.925213,1212.917354
1890,457.504427,166.034717,203.036511,670.673984,304.513716,1108.875756,2582.180147
1891,463.107324,159.629218,209.569145,666.806204,277.819516,714.712901,7653.000336
1892,463.470326,161.234556,203.162134,635.847591,515.804572,3560.443058,4292.710022
1893,459.258824,165.775084,204.378755,679.743869,290.062539,889.07879,1104.431557
1894,452.785945,163.641767,204.300282,670.328218,292.159904,915.63882,1459.034475
1895,454.474716,166.508198,200.120108,654.046616,276.51342,740.870719,1080.291769
1896,456.035291,162.634638,203.98506,646.845678,277.425983,723.900183,886.309622
1897,454.660765,166.175531,206.582563,682.460513,444.186536,748.068285,936.046595
1898,471.531734,167.175008,207.804527,3475.316244,315.496197,1231.415819,4685.052375
1900,460.256636,165.471307,206.863428,668.06647,314.809609,1219.999748,1373.306986
